Year,Processing.ID,CageID,Replicate,Population,Site,TransplantTreatment,CageTreatment,SampleLevel,SampleType,Weight-mg,PercentN,PercentC,RatioCN,Note
2021,S_YFH_V8,YFH_V8,8,YF,YF,Home,Vegetation,Cage,SORU,1.563,2.9,41.8,14.4,
2023,YFH_V8 POPRC (Plant),YFH_V8,8,YF,YF,Home,Vegetation,Cage,POPRC,3.211,3,44.5,14.5,
2021,YFN_H1,YFN_H1,1,YF,UP,North,Herbivore,Cage,SOIL,10.859,0.2,2.8,12.6,
2023,YFN_H1 SOIL,YFN_H1,1,YF,UP,North,Herbivore,Cage,SOIL,10.607,0.2,3.1,12.6,
2021,L_YFN_H1,YFN_H1,1,YF,UP,North,Herbivore,Cage,LITTER,1.668,1.3,46.2,35.5,
2021,S_YFN_H1,YFN_H1,1,YF,UP,North,Herbivore,Cage,SORU,1.99,1.4,44.5,31,
2023,YFN_H1 MISC (Plant),YFN_H1,1,YF,UP,North,Herbivore,Cage,MISC,3.386,1.6,44.7,26.4,
2023,YFN_H1 LITTER (Plant),YFN_H1,1,YF,UP,North,Herbivore,Cage,LITTER,3.195,1.7,43.3,25.3,
2023,YFN_H1 SORU (Plant),YFN_H1,1,YF,UP,North,Herbivore,Cage,SORU,3.057,2.1,43.6,19.8,
2021,M_YFN_H1,YFN_H1,1,YF,UP,North,Herbivore,Cage,MISC,2.014,2.2,45.3,20.2,
2021,P_YFN_H1,YFN_H1,1,YF,UP,North,Herbivore,Cage,POPRC,1.568,2.4,39.6,15.9,
2021,YFN_H2,YFN_H2,2,YF,UP,North,Herbivore,Cage,SOIL,10.575,0.2,2.6,11.7,
2021,L_YFN_H2,YFN_H2,2,YF,UP,North,Herbivore,Cage,LITTER,1.979,0.6,47.8,78.5,
2021,S_YFN_H2,YFN_H2,2,YF,UP,North,Herbivore,Cage,SORU,1.667,1.7,45.6,25.8,
2021,M_YFN_H2,YFN_H2,2,YF,UP,North,Herbivore,Cage,MISC,1.823,2,43.5,21.6,
2021,P_YFN_H2,YFN_H2,2,YF,UP,North,Herbivore,Cage,POPRC,1.899,2.8,42.1,14.6,
2021,YFN_H3,YFN_H3,3,YF,UP,North,Herbivore,Cage,SOIL,10.644,0.2,2.3,11.1,
2023,YFN_H3 SOIL,YFN_H3,3,YF,UP,North,Herbivore,Cage,SOIL,10.609,0.2,2.9,12,
2021,L_YFN_H3,YFN_H3,3,YF,UP,North,Herbivore,Cage,LITTER,1.681,0.9,44.2,45.6,
2023,YFN_H3 LITTER (Plant),YFN_H3,3,YF,UP,North,Herbivore,Cage,LITTER,3.122,1.2,43.9,35.4,
2021,M_YFN_H3,YFN_H3,3,YF,UP,North,Herbivore,Cage,MISC,1.896,1.5,44.7,29,
2023,YFN_H3 MISC (Plant),YFN_H3,3,YF,UP,North,Herbivore,Cage,MISC,3.201,1.6,45.6,27,
2023,YFN_H3 POPRC (Plant),YFN_H3,3,YF,UP,North,Herbivore,Cage,POPRC,3.033,1.8,42.8,23.4,
2021,P_YFN_H3,YFN_H3,3,YF,UP,North,Herbivore,Cage,POPRC,2.044,1.8,44.5,24.3,
2021,S_YFN_H3,YFN_H3,3,YF,UP,North,Herbivore,Cage,SORU,1.742,2.2,46.9,21.2,
2023,YFN_H3 SORU (Plant),YFN_H3,3,YF,UP,North,Herbivore,Cage,SORU,3.191,2.3,45.3,19.6,
2023,YFN_H4 SOIL,YFN_H4,4,YF,UP,North,Herbivore,Cage,SOIL,10.016,0.2,2.9,11.7,
2021,YFN_H4,YFN_H4,4,YF,UP,North,Herbivore,Cage,SOIL,10.175,0.2,3,12.2,
2023,YFN_H4 POPRC (Plant),YFN_H4,4,YF,UP,North,Herbivore,Cage,POPRC,3.076,1.1,43.5,37.5,
2023,YFN_H4 LITTER (Plant),YFN_H4,4,YF,UP,North,Herbivore,Cage,LITTER,3.157,1.2,45,35.5,
2021,L_YFN_H4,YFN_H4,4,YF,UP,North,Herbivore,Cage,LITTER,1.967,1.6,45.7,27.6,
2021,P_YFN_H4,YFN_H4,4,YF,UP,North,Herbivore,Cage,POPRC,1.936,1.8,40.3,21.9,
2023,YFN_H4 MISC (Plant),YFN_H4,4,YF,UP,North,Herbivore,Cage,MISC,3.244,1.9,45.9,24.1,
2021,M_YFN_H4,YFN_H4,4,YF,UP,North,Herbivore,Cage,MISC,1.735,3.3,44,13.2,
2023,YFN_H4 SORU (Plant),YFN_H4,4,YF,UP,North,Herbivore,Cage,SORU,3.457,3.6,84,22.8,
2021,NA,YFN_H4,4,YF,UP,North,Herbivore,Cage,SORU,NA,NA,NA,NA,Defoliated
2021,YFN_H5,YFN_H5,5,YF,UP,North,Herbivore,Cage,SOIL,10.675,0.2,2.8,12.2,
2023,YFN_H5 SOIL,YFN_H5,5,YF,UP,North,Herbivore,Cage,SOIL,9.873,0.3,3.6,11.9,
2021,L_YFN_H5,YFN_H5,5,YF,UP,North,Herbivore,Cage,LITTER,1.512,0.6,45.6,71.2,
2023,YFN_H5 LITTER (Plant),YFN_H5,5,YF,UP,North,Herbivore,Cage,LITTER,3.072,0.8,44.4,51.4,
2023,YFN_H5 POPRC (Plant),YFN_H5,5,YF,UP,North,Herbivore,Cage,POPRC,3.119,1.3,43.8,31.6,
2021,P_YFN_H5,YFN_H5,5,YF,UP,North,Herbivore,Cage,POPRC,1.87,2.3,44.1,18.5,
2023,YFN_H5 MISC (Plant),YFN_H5,5,YF,UP,North,Herbivore,Cage,MISC,3.211,2.3,46.4,19.5,
2021,M_YFN_H5,YFN_H5,5,YF,UP,North,Herbivore,Cage,MISC,1.71,2.7,46.5,16.8,
2023,YFN_H5 SORU (Plant),YFN_H5,5,YF,UP,North,Herbivore,Cage,SORU,3.128,2.9,47.4,16.2,
2021,NA,YFN_H5,5,YF,UP,North,Herbivore,Cage,SORU,NA,NA,NA,NA,Defoliated
2023,YFN_H6 SOIL,YFN_H6,6,YF,UP,North,Herbivore,Cage,SOIL,10.44,0.2,3,11.5,
2021,YFN_H6,YFN_H6,6,YF,UP,North,Herbivore,Cage,SOIL,10.897,0.2,2.7,12,
2021,L_YFN_H6,YFN_H6,6,YF,UP,North,Herbivore,Cage,LITTER,1.601,0.6,46.6,70.2,
2023,YFN_H6 LITTER (Plant),YFN_H6,6,YF,UP,North,Herbivore,Cage,LITTER,3.132,1.3,45,32.4,
2021,P_YFN_H6,YFN_H6,6,YF,UP,North,Herbivore,Cage,POPRC,2.085,1.9,39.6,20.2,
2023,YFN_H6 MISC (Plant),YFN_H6,6,YF,UP,North,Herbivore,Cage,MISC,3.126,2,44.3,21.7,
2023,YFN_H6 POPRC (Plant),YFN_H6,6,YF,UP,North,Herbivore,Cage,POPRC,3.195,2.1,42.6,20.1,
2021,S_YFN_H6,YFN_H6,6,YF,UP,North,Herbivore,Cage,SORU,2.022,2.2,46.8,20.8,
2023,YFN_H6 SORU (Plant),YFN_H6,6,YF,UP,North,Herbivore,Cage,SORU,3.071,2.5,45,17.9,
2021,M_YFN_H6,YFN_H6,6,YF,UP,North,Herbivore,Cage,MISC,1.5,2.8,45.2,16.1,
2021,YFN_H7,YFN_H7,7,YF,UP,North,Herbivore,Cage,SOIL,10.449,0.2,2.7,12.6,
2023,YFN_H7 SOIL,YFN_H7,7,YF,UP,North,Herbivore,Cage,SOIL,10.862,0.2,3.1,13.3,
2021,L_YFN_H7,YFN_H7,7,YF,UP,North,Herbivore,Cage,LITTER,1.775,0.6,40.5,65.3,
2023,YFN_H7 LITTER (Plant),YFN_H7,7,YF,UP,North,Herbivore,Cage,LITTER,3.064,1,43.7,42.8,
2023,YFN_H7 MISC (Plant),YFN_H7,7,YF,UP,North,Herbivore,Cage,MISC,3.061,1,45.8,43.4,
2023,YFN_H7 POPRC (Plant),YFN_H7,7,YF,UP,North,Herbivore,Cage,POPRC,3.242,1.6,41.3,24.9,
2021,M_YFN_H7,YFN_H7,7,YF,UP,North,Herbivore,Cage,MISC,1.678,1.6,44.4,26.3,
2021,P_YFN_H7,YFN_H7,7,YF,UP,North,Herbivore,Cage,POPRC,2.005,2.1,41.4,19,
2023,YFN_H7 SORU (Plant),YFN_H7,7,YF,UP,North,Herbivore,Cage,SORU,3.075,2.2,44.6,19.5,
2021,S_YFN_H7,YFN_H7,7,YF,UP,North,Herbivore,Cage,SORU,1.893,2.2,46.4,20.2,
2021,YFN_H8,YFN_H8,8,YF,UP,North,Herbivore,Cage,SOIL,10.079,0.2,3.5,12.5,
2023,YFN_H8 SOIL,YFN_H8,8,YF,UP,North,Herbivore,Cage,SOIL,9.931,0.2,3.7,13.3,
2021,L_YFN_H8,YFN_H8,8,YF,UP,North,Herbivore,Cage,LITTER,1.57,0.9,44.1,46.6,
2023,YFN_H8 LITTER (Plant),YFN_H8,8,YF,UP,North,Herbivore,Cage,LITTER,3.209,1,43.2,42,
2023,YFN_H8 POPRC (Plant),YFN_H8,8,YF,UP,North,Herbivore,Cage,POPRC,3.018,1.5,42.6,28.2,
2023,YFN_H8 MISC (Plant),YFN_H8,8,YF,UP,North,Herbivore,Cage,MISC,3.433,1.6,43.3,26.5,
2021,S_YFN_H8,YFN_H8,8,YF,UP,North,Herbivore,Cage,SORU,1.92,2,46.8,23,
2021,M_YFN_H8,YFN_H8,8,YF,UP,North,Herbivore,Cage,MISC,1.761,2.3,46.1,19.4,
2023,YFN_H8 SORU (Plant),YFN_H8,8,YF,UP,North,Herbivore,Cage,SORU,2.997,2.5,46.3,17.9,
2021,P_YFN_H8,YFN_H8,8,YF,UP,North,Herbivore,Cage,POPRC,1.838,3.6,44.8,12.1,
2023,NA,DCS_H2,2,DC,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,DCS_H4,4,DC,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,DCS_H5,5,DC,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,DCS_H6,6,DC,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,DCS_H7,7,DC,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,DCS_H8,8,DC,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,FNH_H5,5,FN,FN,Home,Herbivore,Cage,POPRC,NA,NA,NA,NA,None
2023,NA,FNH_V2,2,FN,FN,Home,Vegetation,Cage,POPRC,NA,NA,NA,NA,None
2023,NA,FNS_H1,1,FN,YF,South,Herbivore,Cage,POPRC,NA,NA,NA,NA,None
2023,NA,FNS_H2,2,FN,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,FNS_H3,3,FN,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,FNS_H4,4,FN,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,FNS_H5,5,FN,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,FNS_H8,8,FN,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,SCS_H4,4,SC,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,UPH_H1,1,UP,UP,Home,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,UPS_H1,1,UP,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,UPS_H3,3,UP,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,UPS_H6,6,UP,YF,South,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,YFH_H1,1,YF,YF,Home,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,YFH_H4,4,YF,YF,Home,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,YFH_H5,5,YF,YF,Home,Herbivore,Cage,SORU,NA,NA,NA,NA,None
2023,NA,YFH_V3,3,YF,YF,Home,Vegetation,Cage,SORU,NA,NA,NA,NA,None
2023,NA,YFH_V8,8,YF,YF,Home,Vegetation,Cage,SORU,NA,NA,NA,NA,None
2023,NA,YFN_H1,1,YF,UP,North,Herbivore,Cage,POPRC,NA,1.5,42.8,27.6,Imputed
2023,NA,UPH_H7,7,UP,UP,Home,Herbivore,Cage,SORU,NA,2.4,45.9,18.7,Imputed
2023,NA,UPH_H7,7,UP,UP,Home,Herbivore,Cage,POPRC,NA,1.4,42.4,32,Imputed
2023,NA,UPH_H7,7,UP,UP,Home,Herbivore,Cage,SOIL,NA,0.2,2.8,11.9,Imputed
2023,NA,UPH_H7,7,UP,UP,Home,Herbivore,Cage,MISC,NA,1.7,44.4,26.4,Imputed
2023,NA,UPH_H7,7,UP,UP,Home,Herbivore,Cage,LITTER,NA,1.1,42.8,39.5,Imputed
2023,NA,YFN_H2,2,YF,UP,North,Herbivore,Cage,SORU,NA,2.6,50.9,19.1,Imputed
2023,NA,YFN_H2,2,YF,UP,North,Herbivore,Cage,POPRC,NA,1.5,42.8,27.6,Imputed
2023,NA,YFN_H2,2,YF,UP,North,Herbivore,Cage,LITTER,NA,1.2,44.1,37.8,Imputed
2023,NA,YFN_H2,2,YF,UP,North,Herbivore,Cage,MISC,NA,1.7,45.1,26.9,Imputed
2023,NA,YFN_H2,2,YF,UP,North,Herbivore,Cage,SOIL,NA,0.2,3.2,12.3,Imputed
